Original_Field_ID,Category,Section,Table_Name,SQL_Column_Name,SQL_Data_Type,Field_Type,Label
surgical_site_infection_organism,shoulder,,shoulder_general_part_2,orth_sh_surgical_site_infection_organism,JSONB,checkbox,Surgical site infection organism
infection_other_location,shoulder,,shoulder_general_part_2,orth_sh_infection_other_location,VARCHAR(500),text,Infection other location
infection_other_chronicity,shoulder,,shoulder_general_part_2,orth_sh_infection_other_chronicity,VARCHAR(50),radio,Infection other chronicity
infection_other_aetiology,shoulder,,shoulder_general_part_2,orth_sh_infection_other_aetiology,JSONB,checkbox,Infection other aetiology
infection_other_organism,shoulder,,shoulder_general_part_2,orth_sh_infection_other_organism,JSONB,checkbox,Infection other organism
symptoms,shoulder,,shoulder_general_part_2,orth_sh_symptoms,JSONB,checkbox,Symptoms
pain_location,shoulder,,shoulder_general_part_2,orth_sh_pain_location,JSONB,checkbox,Pain location
stiffness,shoulder,,shoulder_general_part_2,orth_sh_stiffness,JSONB,checkbox,Stiffness
weakness,shoulder,,shoulder_general_part_2,orth_sh_weakness,JSONB,checkbox,Weakness
instability_number_of_episodes,shoulder,,shoulder_general_part_2,orth_sh_instability_number_of_episodes,TEXT,textarea,Instability number of episodes
deformity,shoulder,,shoulder_general_part_2,orth_sh_deformity,TEXT,textarea,Deformity
parasthaesia_dysaesthesia_location,shoulder,,shoulder_general_part_2,orth_sh_parasthaesia_dysaesthesia_location,JSONB,checkbox,Parasthaesia Dysaesthesia location
symptoms_other,shoulder,,shoulder_general_part_2,orth_sh_symptoms_other,TEXT,textarea,Symptoms other
symptom_onset,shoulder,,shoulder_general_part_2,orth_sh_symptom_onset,VARCHAR(50),radio,Symptom onset
mechanism_of_injury,shoulder,,shoulder_general_part_2,orth_sh_mechanism_of_injury,TEXT,textarea,Mechanism of Injury
date_of_injury,shoulder,,shoulder_general_part_2,orth_sh_date_of_injury,DATE,date,Date of injury
symptom_course,shoulder,,shoulder_general_part_2,orth_sh_symptom_course,VARCHAR(500),text,Symptom course
effects_of_symptoms,shoulder,,shoulder_general_part_2,orth_sh_effects_of_symptoms,JSONB,checkbox,Effects of symptoms
prior_treatment,shoulder,,shoulder_general_part_2,orth_sh_prior_treatment,JSONB,checkbox,Prior treatment
prior_treatment_other,shoulder,,shoulder_general_part_2,orth_sh_prior_treatment_other,TEXT,textarea,Prior treatment other
shoulder_rom_active_flexion,shoulder,,shoulder_general_part_2,orth_sh_shoulder_rom_active_flexion,VARCHAR(50),radio,Shoulder ROM active flexion
shoulder_rom_active_abduction,shoulder,,shoulder_general_part_2,orth_sh_shoulder_rom_active_abduction,VARCHAR(50),radio,Shoulder ROM active abduction
shoulder_rom_active_er1,shoulder,,shoulder_general_part_2,orth_sh_shoulder_rom_active_er1,VARCHAR(50),radio,Shoulder ROM active ER1
shoulder_rom_active_er_cms,shoulder,,shoulder_general_part_2,orth_sh_shoulder_rom_active_er_cms,JSONB,checkbox,Shoulder ROM active ER CMS
shoulder_rom_active_er2,shoulder,,shoulder_general_part_2,orth_sh_shoulder_rom_active_er2,VARCHAR(50),radio,Shoulder ROM active ER2
shoulder_rom_active_ir,shoulder,,shoulder_general_part_2,orth_sh_shoulder_rom_active_ir,VARCHAR(50),radio,Shoulder ROM active IR
shoulder_rom_passive_abduction,shoulder,,shoulder_general_part_2,orth_sh_shoulder_rom_passive_abduction,VARCHAR(50),radio,Shoulder ROM passive abduction
shoulder_rom_passive_er1,shoulder,,shoulder_general_part_2,orth_sh_shoulder_rom_passive_er1,VARCHAR(50),radio,Shoulder ROM passive ER1
shoulder_rom_passive_er2,shoulder,,shoulder_general_part_2,orth_sh_shoulder_rom_passive_er2,VARCHAR(50),radio,Shoulder ROM passive ER2
shoulder_rom_passive_ir,shoulder,,shoulder_general_part_2,orth_sh_shoulder_rom_passive_ir,VARCHAR(50),radio,Shoulder ROM passive IR
shoulder_lag_er1,shoulder,,shoulder_general_part_2,orth_sh_shoulder_lag_er1,VARCHAR(50),radio,Shoulder lag ER1
shoulder_lag_er2,shoulder,,shoulder_general_part_2,orth_sh_shoulder_lag_er2,JSONB,checkbox,Shoulder lag ER2
shoulder_lag_ir,shoulder,,shoulder_general_part_2,orth_sh_shoulder_lag_ir,VARCHAR(50),radio,Shoulder lag IR
shoulder_power_er1,shoulder,,shoulder_general_part_2,orth_sh_shoulder_power_er1,VARCHAR(50),radio,Shoulder power ER1
shoulder_power_er2,shoulder,,shoulder_general_part_2,orth_sh_shoulder_power_er2,VARCHAR(50),radio,Shoulder power ER2
shoulder_power_ir,shoulder,,shoulder_general_part_2,orth_sh_shoulder_power_ir,VARCHAR(50),radio,Shoulder power IR
stam,shoulder,,shoulder_general_part_2,orth_sh_stam,VARCHAR(50),radio,STAM
flexion_resistance_test_30,shoulder,,shoulder_general_part_2,orth_sh_flexion_resistance_test_30,VARCHAR(50),radio,Flexion resistance test 30
flexion_resistance_test_60,shoulder,,shoulder_general_part_2,orth_sh_flexion_resistance_test_60,VARCHAR(50),radio,Flexion resistance test 60
flexion_resistance_test_90,shoulder,,shoulder_general_part_2,orth_sh_flexion_resistance_test_90,VARCHAR(50),radio,Flexion resistance test 90
scapula_repositioning_test_trapezius,shoulder,,shoulder_general_part_2,orth_sh_scapula_repositioning_test_trapezius,VARCHAR(50),radio,Scapula repositioning test (trapezius)
scapula_compression_test_serratus,shoulder,,shoulder_general_part_2,orth_sh_scapula_compression_test_serratus,VARCHAR(50),radio,Scapula compression test (serratus)
power_rhomboid,shoulder,,shoulder_general_part_2,orth_sh_power_rhomboid,VARCHAR(50),radio,Power Rhomboid
power_serratus_anterior,shoulder,,shoulder_general_part_2,orth_sh_power_serratus_anterior,VARCHAR(50),radio,Power Serratus Anterior
power_deltoid_anterior,shoulder,,shoulder_general_part_2,orth_sh_power_deltoid_anterior,VARCHAR(50),radio,Power Deltoid Anterior
power_deltoid_middle,shoulder,,shoulder_general_part_2,orth_sh_power_deltoid_middle,VARCHAR(50),radio,Power Deltoid Middle
power_deltoid_posterior,shoulder,,shoulder_general_part_2,orth_sh_power_deltoid_posterior,VARCHAR(50),radio,Power Deltoid Posterior
power_subscapularis,shoulder,,shoulder_general_part_2,orth_sh_power_subscapularis,VARCHAR(50),radio,Power Subscapularis
power_supraspinatus,shoulder,,shoulder_general_part_2,orth_sh_power_supraspinatus,VARCHAR(50),radio,Power Supraspinatus
power_infraspinatus,shoulder,,shoulder_general_part_2,orth_sh_power_infraspinatus,VARCHAR(50),radio,Power Infraspinatus
power_teres_minor,shoulder,,shoulder_general_part_2,orth_sh_power_teres_minor,VARCHAR(50),radio,Power Teres Minor
power_lat_dorsi,shoulder,,shoulder_general_part_2,orth_sh_power_lat_dorsi,VARCHAR(50),radio,Power Lat Dorsi
power_pec_major,shoulder,,shoulder_general_part_2,orth_sh_power_pec_major,VARCHAR(50),radio,Power Pec Major
power_biceps,shoulder,,shoulder_general_part_2,orth_sh_power_biceps,VARCHAR(50),radio,Power Biceps
power_triceps,shoulder,,shoulder_general_part_2,orth_sh_power_triceps,VARCHAR(50),radio,Power Triceps
power_supinator_biceps,shoulder,,shoulder_general_part_2,orth_sh_power_supinator_biceps,VARCHAR(50),radio,Power Supinator / Biceps
power_pronator_teres,shoulder,,shoulder_general_part_2,orth_sh_power_pronator_teres,VARCHAR(50),radio,Power Pronator Teres
power_ecrl,shoulder,,shoulder_general_part_2,orth_sh_power_ecrl,VARCHAR(50),radio,Power ECRL
power_ecu,shoulder,,shoulder_general_part_2,orth_sh_power_ecu,VARCHAR(50),radio,Power ECU
power_epl,shoulder,,shoulder_general_part_2,orth_sh_power_epl,VARCHAR(50),radio,Power EPL
power_fcr,shoulder,,shoulder_general_part_2,orth_sh_power_fcr,VARCHAR(50),radio,Power FCR
power_fpl,shoulder,,shoulder_general_part_2,orth_sh_power_fpl,VARCHAR(50),radio,Power FPL
power_fdp_2,shoulder,,shoulder_general_part_2,orth_sh_power_fdp_2,VARCHAR(50),radio,Power FDP 2
power_fdp_5,shoulder,,shoulder_general_part_2,orth_sh_power_fdp_5,VARCHAR(50),radio,Power FDP 5
power_abductor_digiti_minimi,shoulder,,shoulder_general_part_2,orth_sh_power_abductor_digiti_minimi,VARCHAR(50),radio,Power Abductor digiti minimi
acj_irritability,shoulder,,shoulder_general_part_2,orth_sh_acj_irritability,VARCHAR(50),radio,ACJ Irritability
acj_deformity,shoulder,,shoulder_general_part_2,orth_sh_acj_deformity,VARCHAR(50),radio,ACJ deformity
acj_instability,shoulder,,shoulder_general_part_2,orth_sh_acj_instability,JSONB,checkbox,ACJ instability
gagey_hyperabduction_test,shoulder,,shoulder_general_part_2,orth_sh_gagey_hyperabduction_test,VARCHAR(50),radio,Gagey hyperabduction test
anterior_apprehension,shoulder,,shoulder_general_part_2,orth_sh_anterior_apprehension,VARCHAR(50),radio,Anterior apprehension
posterior_instability_test,shoulder,,shoulder_general_part_2,orth_sh_posterior_instability_test,VARCHAR(50),radio,Posterior instability testing
scj_irritability,shoulder,,shoulder_general_part_2,orth_sh_scj_irritability,VARCHAR(50),radio,SCJ irritability
scj_deformity,shoulder,,shoulder_general_part_2,orth_sh_scj_deformity,VARCHAR(50),radio,SCJ deformity
scj_instability,shoulder,,shoulder_general_part_2,orth_sh_scj_instability,JSONB,checkbox,SCJ instability
nspcn_signs,shoulder,,shoulder_general_part_2,orth_sh_nspcn_signs,JSONB,checkbox,NSPCN signs
primary_surgery,shoulder,,shoulder_general_part_2,orth_sh_primary_surgery,JSONB,checkbox,Primary surgery
secondary_surgery_definite,shoulder,,shoulder_general_part_2,orth_sh_secondary_surgery_definite,JSONB,checkbox,Secondary surgery definite
secondary_surgery_possible,shoulder,,shoulder_general_part_2,orth_sh_secondary_surgery_possible,JSONB,checkbox,Secondary surgery possible
surgery_other,shoulder,,shoulder_general_part_2,orth_sh_surgery_other,TEXT,textarea,Surgery other
physiotherapy_protocol,shoulder,,shoulder_general_part_2,orth_sh_physiotherapy_protocol,VARCHAR(50),radio,Physiotherapy protocol
injection_other,shoulder,,shoulder_general_part_2,orth_sh_injection_other,TEXT,textarea,Injection - other
referral_details,shoulder,,shoulder_general_part_2,orth_sh_referral_details,JSONB,checkbox,Referral details
treatment_other,shoulder,,shoulder_general_part_2,orth_sh_treatment_other,TEXT,textarea,Treatment - other
surgery_title,shoulder,,shoulder_general_part_2,orth_sh_surgery_title,TEXT,textarea,Surgery title
surgery_area,shoulder,,shoulder_general_part_2,orth_sh_surgery_area,JSONB,checkbox,Surgery area
hospital,shoulder,,shoulder_general_part_2,orth_sh_hospital,VARCHAR(50),radio,Hospital
snomed_surgery_codes,shoulder,,shoulder_general_part_2,orth_sh_snomed_surgery_codes,VARCHAR(500),text,SNOMED surgery codes
mbs_item_numbers,shoulder,,shoulder_general_part_2,orth_sh_mbs_item_numbers,VARCHAR(500),text,MBS item numbers
surgeon,shoulder,,shoulder_general_part_2,orth_sh_surgeon,VARCHAR(500),text,Surgeon
assistant_surgeon,shoulder,,shoulder_general_part_2,orth_sh_assistant_surgeon,VARCHAR(500),text,Assistant surgeon
anaesthetist,shoulder,,shoulder_general_part_2,orth_sh_anaesthetist,VARCHAR(500),text,Anaesthetist
anaesthetic_type,shoulder,,shoulder_general_part_2,orth_sh_anaesthetic_type,JSONB,checkbox,Anaesthetic type
primary_or_revision,shoulder,,shoulder_general_part_2,orth_sh_primary_or_revision,VARCHAR(50),radio,Primary or revision
primary_surgeon_if_revision,shoulder,,shoulder_general_part_2,orth_sh_primary_surgeon_if_revision,VARCHAR(500),text,Primary surgeon if revision
intention,shoulder,,shoulder_general_part_2,orth_sh_intention,VARCHAR(50),radio,Intention
multistage_stage,shoulder,,shoulder_general_part_2,orth_sh_multistage_stage,VARCHAR(50),radio,Multistage stage
approach,shoulder,,shoulder_general_part_2,orth_sh_approach,JSONB,checkbox,Approach
open_approach_used,shoulder,,shoulder_general_part_2,orth_sh_open_approach_used,JSONB,checkbox,Open approach used
arthroscopic_endoscopic_portals_used,shoulder,,shoulder_general_part_2,orth_sh_arthroscopic_endoscopic_portals_used,JSONB,checkbox,Arthroscopic / endoscopic portals used
approach_other_details,shoulder,,shoulder_general_part_2,orth_sh_approach_other_details,TEXT,textarea,Approach other details
guidance,shoulder,,shoulder_general_part_2,orth_sh_guidance,JSONB,checkbox,Guidance
guidance_other_details,shoulder,,shoulder_general_part_2,orth_sh_guidance_other_details,TEXT,textarea,Guidance other details
dvt_prophylaxis_intraoperative,shoulder,,shoulder_general_part_2,orth_sh_dvt_prophylaxis_intraoperative,JSONB,checkbox,DVT prophylaxis intraoperative
dvt_prophylaxis_detail,shoulder,,shoulder_general_part_2,orth_sh_dvt_prophylaxis_detail,TEXT,textarea,DVT prophylaxis detail
antibiotic_prophylaxis,shoulder,,shoulder_general_part_2,orth_sh_antibiotic_prophylaxis,JSONB,checkbox,Antibiotic prophylaxis
positioning,shoulder,,shoulder_general_part_2,orth_sh_positioning,JSONB,checkbox,Positioning
scapulothoracic_tendon_transfer_type,shoulder,,shoulder_general_part_2,orth_sh_scapulothoracic_tendon_transfer_type,JSONB,checkbox,Scapulothoracic tendon transfer type
scapulothoracic_tendon_transfer_fixation,shoulder,,shoulder_general_part_2,orth_sh_scapulothoracic_tendon_transfer_fixation,JSONB,checkbox,Scapulothoracic tendon transfer fixation
scapulothoracic_treatment_of_infection,shoulder,,shoulder_general_part_2,orth_sh_scapulothoracic_treatment_of_infection,JSONB,checkbox,Scapulothoracic treatment of infection
scapulothoracic_treatment_other,shoulder,,shoulder_general_part_2,orth_sh_scapulothoracic_treatment_other,TEXT,textarea,Scapulothoracic treatment other
scapulothoracic_technique_details,shoulder,,shoulder_general_part_2,orth_sh_scapulothoracic_technique_details,TEXT,textarea,Scapulothoracic technique details
scapulothoracic_implant_details,shoulder,,shoulder_general_part_2,orth_sh_scapulothoracic_implant_details,TEXT,textarea,Scapulothoracic implant details
scapulothoracic_intraoperative_complications,shoulder,,shoulder_general_part_2,orth_sh_scapulothoracic_intraoperative_complications,TEXT,textarea,Scapulothoracic intraoperative complications
sternum_treatment,shoulder,,shoulder_general_part_2,orth_sh_sternum_treatment,JSONB,checkbox,Sternum treatment
sternum_fracture_reduction,shoulder,,shoulder_general_part_2,orth_sh_sternum_fracture_reduction,VARCHAR(50),radio,Sternum fracture reduction
sternum_fixation_technique,shoulder,,shoulder_general_part_2,orth_sh_sternum_fixation_technique,JSONB,checkbox,Sternum fixation technique
sternum_recon_bone_graft_type,shoulder,,shoulder_general_part_2,orth_sh_sternum_recon_bone_graft_type,JSONB,checkbox,Sternum recon bone graft type
sternum_recon_bone_graft_fixation_type,shoulder,,shoulder_general_part_2,orth_sh_sternum_recon_bone_graft_fixation_type,JSONB,checkbox,Sternum recon bone graft fixation type
sternum_osteotomy_location,shoulder,,shoulder_general_part_2,orth_sh_sternum_osteotomy_location,JSONB,checkbox,Sternum osteotomy location
sternum_osteotomy_type,shoulder,,shoulder_general_part_2,orth_sh_sternum_osteotomy_type,VARCHAR(500),text,Sternum osteotomy type
sternum_extent_of_removal_of_implants,shoulder,,shoulder_general_part_2,orth_sh_sternum_extent_of_removal_of_implants,VARCHAR(50),radio,Sternum extent of removal of implants
sternum_implants_removed,shoulder,,shoulder_general_part_2,orth_sh_sternum_implants_removed,VARCHAR(500),text,Sternum implants removed
sternum_implants_retained,shoulder,,shoulder_general_part_2,orth_sh_sternum_implants_retained,VARCHAR(500),text,Sternum implants retained
sternum_treatment_of_infection,shoulder,,shoulder_general_part_2,orth_sh_sternum_treatment_of_infection,JSONB,checkbox,Sternum treatment of infection
sternum_treatment_other,shoulder,,shoulder_general_part_2,orth_sh_sternum_treatment_other,TEXT,textarea,Sternum treatment other
sternum_technique_details,shoulder,,shoulder_general_part_2,orth_sh_sternum_technique_details,TEXT,textarea,Sternum technique details
sternum_implant_details,shoulder,,shoulder_general_part_2,orth_sh_sternum_implant_details,TEXT,textarea,Sternum implant details
sternum_intraoperative_complications,shoulder,,shoulder_general_part_2,orth_sh_sternum_intraoperative_complications,TEXT,textarea,Sternum intraoperative complications
msj_arthrodesis_type,shoulder,,shoulder_general_part_2,orth_sh_msj_arthrodesis_type,JSONB,checkbox,MSJ arthrodesis type
msj_arthrodesis_implant,shoulder,,shoulder_general_part_2,orth_sh_msj_arthrodesis_implant,JSONB,checkbox,MSJ arthrodesis implant
msj_arthrodesis_bone_graft,shoulder,,shoulder_general_part_2,orth_sh_msj_arthrodesis_bone_graft,JSONB,checkbox,MSJ arthrodesis bone graft
msj_debridement_arthroplasty_type,shoulder,,shoulder_general_part_2,orth_sh_msj_debridement_arthroplasty_type,JSONB,checkbox,MSJ debridement arthroplasty type
msj_interposition_material,shoulder,,shoulder_general_part_2,orth_sh_msj_interposition_material,VARCHAR(500),text,MSJ interposition material
msj_stabilisation_type,shoulder,,shoulder_general_part_2,orth_sh_msj_stabilisation_type,JSONB,checkbox,MSJ stabilisation type
msj_capsule_ligament_repair_type,shoulder,,shoulder_general_part_2,orth_sh_msj_capsule_ligament_repair_type,JSONB,checkbox,MSJ capsule ligament repair type
msj_capsule_ligament_to_bone_fixation_proximal,shoulder,,shoulder_general_part_2,orth_sh_msj_capsule_ligament_to_bone_fixation_proximal,JSONB,checkbox,MSJ capsule ligament to bone fixation proximal
msj_capsule_ligament_to_bone_fixation_type_distal,shoulder,,shoulder_general_part_2,orth_sh_msj_capsule_ligament_to_bone_fixation_type_distal,JSONB,checkbox,MSJ capsule ligament to bone fixation type distal
msj_capsule_ligament_recon_implant_graft_type,shoulder,,shoulder_general_part_2,orth_sh_msj_capsule_ligament_recon_implant_graft_type,JSONB,checkbox,MSJ capsule ligament recon implant graft type
msj_capsule_ligament_recon_fixation_type_proximal,shoulder,,shoulder_general_part_2,orth_sh_msj_capsule_ligament_recon_fixation_type_proximal,JSONB,checkbox,MSJ capsule ligament recon fixation type proximal
msj_capsule_ligament_recon_fixation_type_distal,shoulder,,shoulder_general_part_2,orth_sh_msj_capsule_ligament_recon_fixation_type_distal,JSONB,checkbox,MSJ capsule ligament recon fixation type distal
msj_avulsion_fracture_bone_fixation,shoulder,,shoulder_general_part_2,orth_sh_msj_avulsion_fracture_bone_fixation,JSONB,checkbox,MSJ avulsion fracture bone fixation
msj_spanning_bone_fixation,shoulder,,shoulder_general_part_2,orth_sh_msj_spanning_bone_fixation,JSONB,checkbox,MSJ spanning bone fixation
msj_bone_recon_bone_graft_type,shoulder,,shoulder_general_part_2,orth_sh_msj_bone_recon_bone_graft_type,JSONB,checkbox,MSJ bone recon bone graft type
msj_bone_recon_bone_graft_fixation_type,shoulder,,shoulder_general_part_2,orth_sh_msj_bone_recon_bone_graft_fixation_type,JSONB,checkbox,MSJ bone recon bone graft fixation type
msj_bone_recon_bone_graft_location,shoulder,,shoulder_general_part_2,orth_sh_msj_bone_recon_bone_graft_location,JSONB,checkbox,MSJ bone recon bone graft location
msj_arthrolysis_techniques,shoulder,,shoulder_general_part_2,orth_sh_msj_arthrolysis_techniques,JSONB,checkbox,MSJ arthrolysis techniques
msj_articular_cartilage_techniques,shoulder,,shoulder_general_part_2,orth_sh_msj_articular_cartilage_techniques,JSONB,checkbox,MSJ articular cartilage techniques
msj_biopsy_tissue,shoulder,,shoulder_general_part_2,orth_sh_msj_biopsy_tissue,JSONB,checkbox,MSJ biopsy tissue
msj_periarticular_cyst_treatment,shoulder,,shoulder_general_part_2,orth_sh_msj_periarticular_cyst_treatment,JSONB,checkbox,MSJ periarticular cyst treatment
msj_reduction_type,shoulder,,shoulder_general_part_2,orth_sh_msj_reduction_type,JSONB,checkbox,MSJ reduction type
msj_extent_of_implant_removal,shoulder,,shoulder_general_part_2,orth_sh_msj_extent_of_implant_removal,VARCHAR(50),radio,MSJ extent of implant removal
msj_implants_removed,shoulder,,shoulder_general_part_2,orth_sh_msj_implants_removed,VARCHAR(500),text,MSJ implants removed
msj_implants_retained,shoulder,,shoulder_general_part_2,orth_sh_msj_implants_retained,VARCHAR(500),text,MSJ implants retained
msj_treatment_other,shoulder,,shoulder_general_part_2,orth_sh_msj_treatment_other,TEXT,textarea,MSJ treatment other
msj_technique_details,shoulder,,shoulder_general_part_2,orth_sh_msj_technique_details,TEXT,textarea,MSJ technique details
msj_implant_details,shoulder,,shoulder_general_part_2,orth_sh_msj_implant_details,TEXT,textarea,MSJ implant details
msj_intraoperative_complications,shoulder,,shoulder_general_part_2,orth_sh_msj_intraoperative_complications,TEXT,textarea,MSJ intraoperative complications
scj_arthrodesis_type,shoulder,,shoulder_general_part_2,orth_sh_scj_arthrodesis_type,JSONB,checkbox,SCJ arthrodesis type
scj_arthrodesis_implant,shoulder,,shoulder_general_part_2,orth_sh_scj_arthrodesis_implant,JSONB,checkbox,SCJ arthrodesis implant
scj_arthrodesis_bone_graft,shoulder,,shoulder_general_part_2,orth_sh_scj_arthrodesis_bone_graft,JSONB,checkbox,SCJ arthrodesis bone graft
scj_debridement_arthroplasty_type,shoulder,,shoulder_general_part_2,orth_sh_scj_debridement_arthroplasty_type,JSONB,checkbox,SCJ debridement arthroplasty type
scj_interposition_material,shoulder,,shoulder_general_part_2,orth_sh_scj_interposition_material,TEXT,textarea,SCJ interposition material
scj_arthroplasty_replacement_primary,shoulder,,shoulder_general_part_2,orth_sh_scj_arthroplasty_replacement_primary,TEXT,textarea,SCJ arthroplasty replacement primary
scj_arthroplasty_replacement_revision,shoulder,,shoulder_general_part_2,orth_sh_scj_arthroplasty_replacement_revision,TEXT,textarea,SCJ arthroplasty replacement revision
scj_stabilisation_type,shoulder,,shoulder_general_part_2,orth_sh_scj_stabilisation_type,JSONB,checkbox,SCJ stabilisation type
scj_capsule_ligament_repair_type,shoulder,,shoulder_general_part_2,orth_sh_scj_capsule_ligament_repair_type,JSONB,checkbox,SCJ capsule ligament repair type
scj_capsule_ligament_to_bone_repair_proximal,shoulder,,shoulder_general_part_2,orth_sh_scj_capsule_ligament_to_bone_repair_proximal,JSONB,checkbox,SCJ capsule ligament to bone repair proximal
scj_capsule_ligament_to_bone_repair_distal,shoulder,,shoulder_general_part_2,orth_sh_scj_capsule_ligament_to_bone_repair_distal,JSONB,checkbox,SCJ capsule ligament to bone repair distal
scj_anterior_capsule_ligament_recon_graft_type,shoulder,,shoulder_general_part_2,orth_sh_scj_anterior_capsule_ligament_recon_graft_type,JSONB,checkbox,SCJ anterior capsule ligament recon graft type
scj_ant_capsule_ligament_recon_fixation_prox,shoulder,,shoulder_general_part_2,orth_sh_scj_ant_capsule_ligament_recon_fixation_prox,JSONB,checkbox,SCJ ant capsule ligament recon fixation prox
scj_ant_capsule_ligament_recon_fixation_dist,shoulder,,shoulder_general_part_2,orth_sh_scj_ant_capsule_ligament_recon_fixation_dist,JSONB,checkbox,SCJ ant capsule ligament recon fixation dist
scj_posterior_capsule_ligament_recon_graft_type,shoulder,,shoulder_general_part_2,orth_sh_scj_posterior_capsule_ligament_recon_graft_type,JSONB,checkbox,SCJ posterior capsule ligament recon graft type
scj_post_capsule_ligament_recon_fixation_prox,shoulder,,shoulder_general_part_2,orth_sh_scj_post_capsule_ligament_recon_fixation_prox,JSONB,checkbox,SCJ post capsule ligament recon fixation prox
scj_post_capsule_ligament_recon_fixation_dist,shoulder,,shoulder_general_part_2,orth_sh_scj_post_capsule_ligament_recon_fixation_dist,JSONB,checkbox,SCJ post capsule ligament recon fixation dist
scj_cc_ligament_recon_graft_type,shoulder,,shoulder_general_part_2,orth_sh_scj_cc_ligament_recon_graft_type,JSONB,checkbox,SCJ CC ligament recon graft type
scj_cc_ligament_recon_fixation_proximal,shoulder,,shoulder_general_part_2,orth_sh_scj_cc_ligament_recon_fixation_proximal,JSONB,checkbox,SCJ CC ligament recon fixation proximal
scj_cc_ligament_recon_fixation_distal,shoulder,,shoulder_general_part_2,orth_sh_scj_cc_ligament_recon_fixation_distal,JSONB,checkbox,SCJ CC ligament recon fixation distal
scj_avulsion_fracture_fixation,shoulder,,shoulder_general_part_2,orth_sh_scj_avulsion_fracture_fixation,JSONB,checkbox,SCJ avulsion fracture fixation
scj_joint_spanning_fixation,shoulder,,shoulder_general_part_2,orth_sh_scj_joint_spanning_fixation,JSONB,checkbox,SCJ joint spanning fixation
scj_bone_recon_bone_graft,shoulder,,shoulder_general_part_2,orth_sh_scj_bone_recon_bone_graft,JSONB,checkbox,SCJ bone recon bone graft
scj_bone_recon_bone_graft_fixation,shoulder,,shoulder_general_part_2,orth_sh_scj_bone_recon_bone_graft_fixation,JSONB,checkbox,SCJ bone recon bone graft fixation
scj_bone_recon_bone_graft_location,shoulder,,shoulder_general_part_2,orth_sh_scj_bone_recon_bone_graft_location,JSONB,checkbox,SCJ bone recon bone graft location
scj_arthrolysis_techniques,shoulder,,shoulder_general_part_2,orth_sh_scj_arthrolysis_techniques,JSONB,checkbox,SCJ arthrolysis techniques
scj_articular_cartilage_techniques,shoulder,,shoulder_general_part_2,orth_sh_scj_articular_cartilage_techniques,JSONB,checkbox,SCJ articular cartilage techniques
scj_biopsy_tissue,shoulder,,shoulder_general_part_2,orth_sh_scj_biopsy_tissue,JSONB,checkbox,SCJ biopsy tissue
scj_periarticular_cyst_treatment,shoulder,,shoulder_general_part_2,orth_sh_scj_periarticular_cyst_treatment,JSONB,checkbox,SCJ periarticular cyst treatment
scj_reduction_type,shoulder,,shoulder_general_part_2,orth_sh_scj_reduction_type,JSONB,checkbox,SCJ reduction type
scj_extent_of_implant_removal,shoulder,,shoulder_general_part_2,orth_sh_scj_extent_of_implant_removal,VARCHAR(50),radio,SCJ extent of implant removal
scj_implants_removed,shoulder,,shoulder_general_part_2,orth_sh_scj_implants_removed,VARCHAR(500),text,SCJ implants removed
scj_implants_retained,shoulder,,shoulder_general_part_2,orth_sh_scj_implants_retained,VARCHAR(500),text,SCJ implants retained
scj_treatment_of_infection,shoulder,,shoulder_general_part_2,orth_sh_scj_treatment_of_infection,JSONB,checkbox,SCJ treatment of infection
scj_treatment_other,shoulder,,shoulder_general_part_2,orth_sh_scj_treatment_other,TEXT,textarea,SCJ treatment other
scj_technique_details,shoulder,,shoulder_general_part_2,orth_sh_scj_technique_details,TEXT,textarea,SCJ technique details
scj_implant_details,shoulder,,shoulder_general_part_2,orth_sh_scj_implant_details,TEXT,textarea,SCJ implant details
scj_intraoperative_complications,shoulder,,shoulder_general_part_2,orth_sh_scj_intraoperative_complications,TEXT,textarea,SCJ intraoperative complications
scapula_body_treatment,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_treatment,JSONB,checkbox,Scapula body treatment
scapula_body_fracture_reduction,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_fracture_reduction,JSONB,checkbox,Scapula body fracture reduction
scapula_body_fixation_technique,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_fixation_technique,JSONB,checkbox,Scapula body fixation technique
scapula_body_recon_bone_graft_type,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_recon_bone_graft_type,JSONB,checkbox,Scapula body recon bone graft type
scapula_body_recon_bone_graft_fixation_type,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_recon_bone_graft_fixation_type,JSONB,checkbox,Scapula body recon bone graft fixation type
scapula_body_osteotomy_location,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_osteotomy_location,TEXT,textarea,Scapula body osteotomy location
scapula_body_osteotomy_type,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_osteotomy_type,TEXT,textarea,Scapula body osteotomy type
scapula_body_extent_of_removal_of_implants,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_extent_of_removal_of_implants,VARCHAR(50),radio,Scapula body extent of removal of implants
scapula_body_implants_removed,shoulder,,shoulder_general_part_2,orth_sh_scapula_body_implants_removed,TEXT,textarea,Scapula body implants removed
