Field Label,SQL_Column_Name
Shoulder Extension,shoulder_extension_3
Shoulder Abduction,shoulder_abduction_3
Shoulder External Rotation with elbow at the side (ER1),shoulder_external_rotation_with_elbow_at_the_side_er1__3
Shoulder External Rotation with arm abducted at 90° (ER1),shoulder_external_rotation_with_arm_abducted_at_90_er1__3
Shoulder Internal Rotation,shoulder_internal_rotation_3
Today's Date,today_s_date_5
Surname,surname_5
First Name,first_name_7
Date of Birth,date_of_birth_7
Email,email_5
Mobile Number,mobile_number_5
Main Sport,main_sport_5
Main Sport Grade,main_sport_grade_5
How much pain in your shoulder do you have during your usual daily activities? ,how_much_pain_in_your_shoulder_do_you_have_during_your_usual__4
Pain (Rowe),pain_rowe__4
Is your night's sleep disturbed by your shoulder?,is_your_night_s_sleep_disturbed_by_your_shoulder__4
Can you sleep on your affected shoulder comfortably ,can_you_sleep_on_your_affected_shoulder_comfortably_4
Can you wash your back / fasten your bra?,can_you_wash_your_back_fasten_your_bra__4
Can you put on your coat unassisted?,can_you_put_on_your_coat_unassisted__4
Can you comb / wash your hair?,can_you_comb_wash_your_hair__4
Can you use toilet tissue?,can_you_use_toilet_tissue__4
Can you reach a shelf over your head?,can_you_reach_a_shelf_over_your_head__4
Can you lift 4 kilograms above the level of your shoulder?,can_you_lift_4_kilograms_above_the_level_of_your_shoulder__4
Can you throw a ball overhand?,can_you_throw_a_ball_overhand__4
Does your shoulder allow you to work full time at your usual job (if not working - your usual activities)?,does_your_shoulder_allow_you_to_work_full_time_at_your_usual__4
What work are you currently able to do (if not working-your usual activities)?,what_work_are_you_currently_able_to_do_if_not_working_your_us_4
Full Work CS/MASSS,full_work_cs_masss_4
"Does your shoulder allow you to do your usual sports?
",does_your_shoulder_allow_you_to_do_your_usual_sports__4
Usual Sports CS/MASSS,usual_sports_cs_masss_4
Are you able to do your usual sports/activities?,are_you_able_to_do_your_usual_sports_activities__4
"What level can you use your arm for painless activities?
",what_level_can_you_use_your_arm_for_painless_activities__4
"Have you had a shoulder dislocation or do you feel apprehensive / fearful of a shoulder dislocation?

",have_you_had_a_shoulder_dislocation_or_do_you_feel_apprehensi_4
Abduction,abduction_4
Give the range of motion of ABDUCTION (raising your arm to the side) of your affected/operated shoulder a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_abduction_raising_your_arm_to_the_4
Abduction (Rowe),abduction_rowe__4
"<div class=""rich-text-field-label""><p style=""text-align: center;"">(A) External rotation in Abduction <span style=""font-weight: normal;"">and </span>(B) External rotation in Adduction</p></div>",_div_class_rich_text_field_label_p_style_text_align_center_a__4
"<div class=""rich-text-field-label""><p>Give the range of motion of EXTERNAL ROTATION IN ABDUCTION </p> <p><span style=""font-weight: normal;"">(With</span> <span style=""font-weight: normal;"">your arm out to the side bringing your forearm backwards) of your affected/operated shoulder a mark out of 100 (100 being normal) as seen in </span><span style=""text-decoration: underline;"">Image (A)</span></p></div>",_div_class_rich_text_field_label_p_give_the_range_of_motion_o_8
"<div class=""rich-text-field-label""><p>Give the range of motion of EXTERNAL ROTATION IN ADDUCTION</p> <p><span style=""font-weight: normal;"">(With your elbow in against your body turning your forearm outwards) of your affected/operated shoulder a mark out of 100 (100 being normal) as seen in </span><span style=""text-decoration: underline;"">Image (B)</span></p></div>",_div_class_rich_text_field_label_p_give_the_range_of_motion_o_9
ADER (Rowe),ader_rowe__4
Internal Rotation,internal_rotation_4
Give the range of motion of INTERNAL ROTATION (reaching up your back as far as possible) of your affected/operated shoulder a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_internal_rotation_reaching_up_you_4
IR (Rowe),ir_rowe__4
Give the overall range of motion of your affected/operated shoulder a mark out of 100 (100 being normal),give_the_overall_range_of_motion_of_your_affected_operated_sh_4
Give the overall strength of your affected/operated shoulder a mark out of 100 (100 being normal),give_the_overall_strength_of_your_affected_operated_shoulder__4
Give the overall stability of your affected/operated shoulder a mark out of 100 (100 being normal),give_the_overall_stability_of_your_affected_operated_shoulder_4
Give your affected/operated shoulder an overall mark out of 100 (100 being normal),give_your_affected_operated_shoulder_an_overall_mark_out_of_1_4
SSV (Rowe),ssv_rowe__4
Total ASES,total_ases_4
Total CS MASSS,total_cs_masss_4
Total Rowe,total_rowe_4
Shoulder Flexion,shoulder_flexion_4
Shoulder Extension,shoulder_extension_4
Shoulder Abduction,shoulder_abduction_4
Shoulder External Rotation with elbow at the side (ER1),shoulder_external_rotation_with_elbow_at_the_side_er1__4
Shoulder External Rotation with arm abducted at 90° (ER1),shoulder_external_rotation_with_arm_abducted_at_90_er1__4
Shoulder Internal Rotation,shoulder_internal_rotation_4
Today's Date,today_s_date_6
Surname,surname_6
First Name,first_name_8
Date of Birth,date_of_birth_8
Email,email_6
Mobile Number,mobile_number_6
Main Sport,main_sport_6
Main Sport Grade,main_sport_grade_6
How much pain in your shoulder do you have during your usual daily activities? ,how_much_pain_in_your_shoulder_do_you_have_during_your_usual__5
Pain (Rowe),pain_rowe__5
Is your night's sleep disturbed by your shoulder?,is_your_night_s_sleep_disturbed_by_your_shoulder__5
Can you sleep on your affected shoulder comfortably ,can_you_sleep_on_your_affected_shoulder_comfortably_5
Can you wash your back / fasten your bra?,can_you_wash_your_back_fasten_your_bra__5
Can you put on your coat unassisted?,can_you_put_on_your_coat_unassisted__5
Can you comb / wash your hair?,can_you_comb_wash_your_hair__5
Can you use toilet tissue?,can_you_use_toilet_tissue__5
Can you reach a shelf over your head?,can_you_reach_a_shelf_over_your_head__5
Can you lift 4 kilograms above the level of your shoulder?,can_you_lift_4_kilograms_above_the_level_of_your_shoulder__5
Can you throw a ball overhand?,can_you_throw_a_ball_overhand__5
Does your shoulder allow you to work full time at your usual job (if not working - your usual activities)?,does_your_shoulder_allow_you_to_work_full_time_at_your_usual__5
What work are you currently able to do (if not working-your usual activities)?,what_work_are_you_currently_able_to_do_if_not_working_your_us_5
Full Work CS/MASSS,full_work_cs_masss_5
"Does your shoulder allow you to do your usual sports?
",does_your_shoulder_allow_you_to_do_your_usual_sports__5
Usual Sports CS/MASSS,usual_sports_cs_masss_5
Are you able to do your usual sports/activities?,are_you_able_to_do_your_usual_sports_activities__5
"What level can you use your arm for painless activities?
",what_level_can_you_use_your_arm_for_painless_activities__5
"Have you had a shoulder dislocation or do you feel apprehensive / fearful of a shoulder dislocation?

",have_you_had_a_shoulder_dislocation_or_do_you_feel_apprehensi_5
Abduction,abduction_5
Give the range of motion of ABDUCTION (raising your arm to the side) of your affected/operated shoulder a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_abduction_raising_your_arm_to_the_5
Abduction (Rowe),abduction_rowe__5
"<div class=""rich-text-field-label""><p style=""text-align: center;"">(A) External rotation in Abduction <span style=""font-weight: normal;"">and </span>(B) External rotation in Adduction</p></div>",_div_class_rich_text_field_label_p_style_text_align_center_a__5
"<div class=""rich-text-field-label""><p>Give the range of motion of EXTERNAL ROTATION IN ABDUCTION </p> <p><span style=""font-weight: normal;"">(With</span> <span style=""font-weight: normal;"">your arm out to the side bringing your forearm backwards) of your affected/operated shoulder a mark out of 100 (100 being normal) as seen in </span><span style=""text-decoration: underline;"">Image (A)</span></p></div>",_div_class_rich_text_field_label_p_give_the_range_of_motion__10
"<div class=""rich-text-field-label""><p>Give the range of motion of EXTERNAL ROTATION IN ADDUCTION</p> <p><span style=""font-weight: normal;"">(With your elbow in against your body turning your forearm outwards) of your affected/operated shoulder a mark out of 100 (100 being normal) as seen in </span><span style=""text-decoration: underline;"">Image (B)</span></p></div>",_div_class_rich_text_field_label_p_give_the_range_of_motion__11
ADER (Rowe),ader_rowe__5
Internal Rotation,internal_rotation_5
Give the range of motion of INTERNAL ROTATION (reaching up your back as far as possible) of your affected/operated shoulder a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_internal_rotation_reaching_up_you_5
IR (Rowe),ir_rowe__5
Give the overall range of motion of your affected/operated shoulder a mark out of 100 (100 being normal),give_the_overall_range_of_motion_of_your_affected_operated_sh_5
Give the overall strength of your affected/operated shoulder a mark out of 100 (100 being normal),give_the_overall_strength_of_your_affected_operated_shoulder__5
Give the overall stability of your affected/operated shoulder a mark out of 100 (100 being normal),give_the_overall_stability_of_your_affected_operated_shoulder_5
Give your affected/operated shoulder an overall mark out of 100 (100 being normal),give_your_affected_operated_shoulder_an_overall_mark_out_of_1_5
SSV (Rowe),ssv_rowe__5
Total ASES,total_ases_5
Total CS MASSS,total_cs_masss_5
Total Rowe,total_rowe_5
Shoulder Flexion,shoulder_flexion_5
Shoulder Extension,shoulder_extension_5
Shoulder Abduction,shoulder_abduction_5
Shoulder External Rotation with elbow at the side (ER1),shoulder_external_rotation_with_elbow_at_the_side_er1__5
Shoulder External Rotation with arm abducted at 90° (ER1),shoulder_external_rotation_with_arm_abducted_at_90_er1__5
Shoulder Internal Rotation,shoulder_internal_rotation_5
Today's Date,today_s_date_7
Surname,surname_7
First Name,first_name_9
Date of Birth,date_of_birth_9
Email,email_7
Mobile Number,mobile_number_7
Main Sport,main_sport_7
Main Sport Grade,main_sport_grade_7
How much pain in your shoulder do you have during your usual daily activities? ,how_much_pain_in_your_shoulder_do_you_have_during_your_usual__6
Pain (Rowe),pain_rowe__6
Is your night's sleep disturbed by your shoulder?,is_your_night_s_sleep_disturbed_by_your_shoulder__6
Can you sleep on your affected shoulder comfortably ,can_you_sleep_on_your_affected_shoulder_comfortably_6
Can you wash your back / fasten your bra?,can_you_wash_your_back_fasten_your_bra__6
Can you put on your coat unassisted?,can_you_put_on_your_coat_unassisted__6
Can you comb / wash your hair?,can_you_comb_wash_your_hair__6
Can you use toilet tissue?,can_you_use_toilet_tissue__6
Can you reach a shelf over your head?,can_you_reach_a_shelf_over_your_head__6
Can you lift 4 kilograms above the level of your shoulder?,can_you_lift_4_kilograms_above_the_level_of_your_shoulder__6
Can you throw a ball overhand?,can_you_throw_a_ball_overhand__6
Does your shoulder allow you to work full time at your usual job (if not working - your usual activities)?,does_your_shoulder_allow_you_to_work_full_time_at_your_usual__6
What work are you currently able to do (if not working-your usual activities)?,what_work_are_you_currently_able_to_do_if_not_working_your_us_6
Full Work CS/MASSS,full_work_cs_masss_6
"Does your shoulder allow you to do your usual sports?
",does_your_shoulder_allow_you_to_do_your_usual_sports__6
Usual Sports CS/MASSS,usual_sports_cs_masss_6
Are you able to do your usual sports/activities?,are_you_able_to_do_your_usual_sports_activities__6
"What level can you use your arm for painless activities?
",what_level_can_you_use_your_arm_for_painless_activities__6
"Have you had a shoulder dislocation or do you feel apprehensive / fearful of a shoulder dislocation?

",have_you_had_a_shoulder_dislocation_or_do_you_feel_apprehensi_6
Abduction,abduction_6
Give the range of motion of ABDUCTION (raising your arm to the side) of your affected/operated shoulder a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_abduction_raising_your_arm_to_the_6
Abduction (Rowe),abduction_rowe__6
"<div class=""rich-text-field-label""><p style=""text-align: center;"">(A) External rotation in Abduction <span style=""font-weight: normal;"">and </span>(B) External rotation in Adduction</p></div>",_div_class_rich_text_field_label_p_style_text_align_center_a__6
"<div class=""rich-text-field-label""><p>Give the range of motion of EXTERNAL ROTATION IN ABDUCTION </p> <p><span style=""font-weight: normal;"">(With</span> <span style=""font-weight: normal;"">your arm out to the side bringing your forearm backwards) of your affected/operated shoulder a mark out of 100 (100 being normal) as seen in </span><span style=""text-decoration: underline;"">Image (A)</span></p></div>",_div_class_rich_text_field_label_p_give_the_range_of_motion__12
"<div class=""rich-text-field-label""><p>Give the range of motion of EXTERNAL ROTATION IN ADDUCTION</p> <p><span style=""font-weight: normal;"">(With your elbow in against your body turning your forearm outwards) of your affected/operated shoulder a mark out of 100 (100 being normal) as seen in </span><span style=""text-decoration: underline;"">Image (B)</span></p></div>",_div_class_rich_text_field_label_p_give_the_range_of_motion__13
ADER (Rowe),ader_rowe__6
Internal Rotation,internal_rotation_6
Give the range of motion of INTERNAL ROTATION (reaching up your back as far as possible) of your affected/operated shoulder a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_internal_rotation_reaching_up_you_6
IR (Rowe),ir_rowe__6
Give the overall range of motion of your affected/operated shoulder a mark out of 100 (100 being normal),give_the_overall_range_of_motion_of_your_affected_operated_sh_6
Give the overall strength of your affected/operated shoulder a mark out of 100 (100 being normal),give_the_overall_strength_of_your_affected_operated_shoulder__6
Give the overall stability of your affected/operated shoulder a mark out of 100 (100 being normal),give_the_overall_stability_of_your_affected_operated_shoulder_6
Give your affected/operated shoulder an overall mark out of 100 (100 being normal),give_your_affected_operated_shoulder_an_overall_mark_out_of_1_6
SSV (Rowe),ssv_rowe__6
Total ASES,total_ases_6
Total CS MASSS,total_cs_masss_6
Total Rowe,total_rowe_6
Shoulder Flexion,shoulder_flexion_6
Shoulder Extension,shoulder_extension_6
Shoulder Abduction,shoulder_abduction_6
Shoulder External Rotation with elbow at the side (ER1),shoulder_external_rotation_with_elbow_at_the_side_er1__6
Shoulder External Rotation with arm abducted at 90° (ER1),shoulder_external_rotation_with_arm_abducted_at_90_er1__6
Shoulder Internal Rotation,shoulder_internal_rotation_6
Today's Date,today_s_date_8
Surname,surname_8
First Name,first_name_10
Date of Birth,date_of_birth_10
Email,email_8
Mobile Number,mobile_number_8
Main Sport,main_sport_8
Main Sport Grade,main_sport_grade_8
How much pain in your shoulder do you have during your usual daily activities? ,how_much_pain_in_your_shoulder_do_you_have_during_your_usual__7
Pain (Rowe),pain_rowe__7
Is your night's sleep disturbed by your shoulder?,is_your_night_s_sleep_disturbed_by_your_shoulder__7
Can you sleep on your affected shoulder comfortably ,can_you_sleep_on_your_affected_shoulder_comfortably_7
Can you wash your back / fasten your bra?,can_you_wash_your_back_fasten_your_bra__7
Can you put on your coat unassisted?,can_you_put_on_your_coat_unassisted__7
Can you comb / wash your hair?,can_you_comb_wash_your_hair__7
Can you use toilet tissue?,can_you_use_toilet_tissue__7
Can you reach a shelf over your head?,can_you_reach_a_shelf_over_your_head__7
Can you lift 4 kilograms above the level of your shoulder?,can_you_lift_4_kilograms_above_the_level_of_your_shoulder__7
Can you throw a ball overhand?,can_you_throw_a_ball_overhand__7
Does your shoulder allow you to work full time at your usual job (if not working - your usual activities)?,does_your_shoulder_allow_you_to_work_full_time_at_your_usual__7
What work are you currently able to do (if not working-your usual activities)?,what_work_are_you_currently_able_to_do_if_not_working_your_us_7
Full Work CS/MASSS,full_work_cs_masss_7
"Does your shoulder allow you to do your usual sports?
",does_your_shoulder_allow_you_to_do_your_usual_sports__7
Usual Sports CS/MASSS,usual_sports_cs_masss_7
Are you able to do your usual sports/activities?,are_you_able_to_do_your_usual_sports_activities__7
"What level can you use your arm for painless activities?
",what_level_can_you_use_your_arm_for_painless_activities__7
"Have you had a shoulder dislocation or do you feel apprehensive / fearful of a shoulder dislocation?

",have_you_had_a_shoulder_dislocation_or_do_you_feel_apprehensi_7
Abduction,abduction_7
Give the range of motion of ABDUCTION (raising your arm to the side) of your affected/operated shoulder a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_abduction_raising_your_arm_to_the_7
Abduction (Rowe),abduction_rowe__7
"<div class=""rich-text-field-label""><p style=""text-align: center;"">(A) External rotation in Abduction <span style=""font-weight: normal;"">and </span>(B) External rotation in Adduction</p></div>",_div_class_rich_text_field_label_p_style_text_align_center_a__7
"<div class=""rich-text-field-label""><p>Give the range of motion of EXTERNAL ROTATION IN ABDUCTION </p> <p><span style=""font-weight: normal;"">(With</span> <span style=""font-weight: normal;"">your arm out to the side bringing your forearm backwards) of your affected/operated shoulder a mark out of 100 (100 being normal) as seen in </span><span style=""text-decoration: underline;"">Image (A)</span></p></div>",_div_class_rich_text_field_label_p_give_the_range_of_motion__14
"<div class=""rich-text-field-label""><p>Give the range of motion of EXTERNAL ROTATION IN ADDUCTION</p> <p><span style=""font-weight: normal;"">(With your elbow in against your body turning your forearm outwards) of your affected/operated shoulder a mark out of 100 (100 being normal) as seen in </span><span style=""text-decoration: underline;"">Image (B)</span></p></div>",_div_class_rich_text_field_label_p_give_the_range_of_motion__15
ADER (Rowe),ader_rowe__7
Internal Rotation,internal_rotation_7
Give the range of motion of INTERNAL ROTATION (reaching up your back as far as possible) of your affected/operated shoulder a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_internal_rotation_reaching_up_you_7
IR (Rowe),ir_rowe__7
Give the overall range of motion of your affected/operated shoulder a mark out of 100 (100 being normal),give_the_overall_range_of_motion_of_your_affected_operated_sh_7
Give the overall strength of your affected/operated shoulder a mark out of 100 (100 being normal),give_the_overall_strength_of_your_affected_operated_shoulder__7
Give the overall stability of your affected/operated shoulder a mark out of 100 (100 being normal),give_the_overall_stability_of_your_affected_operated_shoulder_7
Give your affected/operated shoulder an overall mark out of 100 (100 being normal),give_your_affected_operated_shoulder_an_overall_mark_out_of_1_7
SSV (Rowe),ssv_rowe__7
Total ASES,total_ases_7
Total CS MASSS,total_cs_masss_7
Total Rowe,total_rowe_7
Shoulder Flexion,shoulder_flexion_7
Shoulder Extension,shoulder_extension_7
Shoulder Abduction,shoulder_abduction_7
Shoulder External Rotation with elbow at the side (ER1),shoulder_external_rotation_with_elbow_at_the_side_er1__7
Shoulder External Rotation with arm abducted at 90° (ER1),shoulder_external_rotation_with_arm_abducted_at_90_er1__7
Shoulder Internal Rotation,shoulder_internal_rotation_7
Today's Date,today_s_date_9
Surname,surname_9
First Name,first_name_11
Date of Birth,date_of_birth_11
Email,email_9
Mobile Number,mobile_number_9
Main Sport,main_sport_9
Main Sport Grade,main_sport_grade_9
How much pain in your ELBOW do you have when it is at its worst?,how_much_pain_in_your_elbow_do_you_have_when_it_is_at_its_wor_1
How much pain in your ELBOW do you have at rest?,how_much_pain_in_your_elbow_do_you_have_at_rest__1
How much pain in your ELBOW do you have lifting a heavy object?,how_much_pain_in_your_elbow_do_you_have_lifting_a_heavy_objec_1
How much pain in your ELBOW do you have when doing a task with repeated elbow movements?,how_much_pain_in_your_elbow_do_you_have_when_doing_a_task_wit_1
How often do you have pain in your elbow?,how_often_do_you_have_pain_in_your_elbow__1
Rate the OVERALL pain in your elbow ,rate_the_overall_pain_in_your_elbow_1
Can you comb hair?,can_you_comb_hair__1
PREE7 to MEPI,pree7_to_mepi_1
Can you eat with a fork or spoon?,can_you_eat_with_a_fork_or_spoon__1
PREE8 to MEPI,pree8_to_mepi_1
Can you pull a heavy object?,can_you_pull_a_heavy_object__1
Can you rise from a chair pushing with arm?,can_you_rise_from_a_chair_pushing_with_arm__1
Can you carry a 4kg object with your arm at your side?,can_you_carry_a_4kg_object_with_your_arm_at_your_side__1
Can you throw a ball?,can_you_throw_a_ball__1
Can you use a telephone?,can_you_use_a_telephone__1
Can you do up buttons on a shirt?,can_you_do_up_buttons_on_a_shirt__1
PREE14 to MEPI,pree14_to_mepi_1
Can you wash your opposite armpit?,can_you_wash_your_opposite_armpit__1
Can you tie your shoelaces?,can_you_tie_your_shoelaces__1
PREE16 to MEPI,pree16_to_mepi_1
Can you turn a doorknob and open a door?,can_you_turn_a_doorknob_and_open_a_door__1
"Can you do personal care activities (washing, dressing)?",can_you_do_personal_care_activities_washing_dressing__1
PREE18 to MEPI,pree18_to_mepi_1
"Can you you do household chores (cleaning, maintenance)?",can_you_you_do_household_chores_cleaning_maintenance__1
How much difficulty do you have with work?,how_much_difficulty_do_you_have_with_work__1
How much difficulty do you have with recreational activities?,how_much_difficulty_do_you_have_with_recreational_activities__1
Describe your current work,describe_your_current_work_1
Describe your current sports/activities,describe_your_current_sports_activities_1
Give the range of motion of FLEXION-EXTENSION (bending and straightening) of your affected/operated elbow a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_flexion_extension_bending_and_str_1
Elbow FlexEx to MEPI Step1,elbow_flexex_to_mepi_step1_2
Elbow FlexEx to MEPI Step1,elbow_flexex_to_mepi_step1_3
Give the range of motion of PRONATION-SUPINATION (turning your palm upwards and downwards with your elbow bent to 90 degree and held at your side) of your affected/operated elbow a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_pronation_supination_turning_your_1
Give the overall strength of your affected/operated elbow a mark out of 100 (100 being normal),give_the_overall_strength_of_your_affected_operated_elbow_a_m_1
Give the overall stability of your affected/operated elbow a mark out of 100 (100 being normal),give_the_overall_stability_of_your_affected_operated_elbow_a__1
Stability SANE to MEPI,stability_sane_to_mepi_1
PREE (Total),pree_total__1
MEPI (Total),mepi_total__1
Give your affected/operated elbow an overall mark out of 100 (100 being normal),give_your_affected_operated_elbow_an_overall_mark_out_of_100__1
Elbow Flexion,elbow_flexion_1
Elbow Extension,elbow_extension_1
Pronation,pronation_1
Supination,supination_1
Today's Date,today_s_date_10
Surname,surname_10
First Name,first_name_12
Date of Birth,date_of_birth_12
Email,email_10
Mobile Number,mobile_number_10
Main Sport,main_sport_10
Main Sport Grade,main_sport_grade_10
How much pain in your ELBOW do you have when it is at its worst?,how_much_pain_in_your_elbow_do_you_have_when_it_is_at_its_wor_2
How much pain in your ELBOW do you have at rest?,how_much_pain_in_your_elbow_do_you_have_at_rest__2
How much pain in your ELBOW do you have lifting a heavy object?,how_much_pain_in_your_elbow_do_you_have_lifting_a_heavy_objec_2
How much pain in your ELBOW do you have when doing a task with repeated elbow movements?,how_much_pain_in_your_elbow_do_you_have_when_doing_a_task_wit_2
How often do you have pain in your elbow?,how_often_do_you_have_pain_in_your_elbow__2
Rate the OVERALL pain in your elbow ,rate_the_overall_pain_in_your_elbow_2
Can you comb hair?,can_you_comb_hair__2
PREE7 to MEPI,pree7_to_mepi_2
Can you eat with a fork or spoon?,can_you_eat_with_a_fork_or_spoon__2
PREE8 to MEPI,pree8_to_mepi_2
Can you pull a heavy object?,can_you_pull_a_heavy_object__2
Can you rise from a chair pushing with arm?,can_you_rise_from_a_chair_pushing_with_arm__2
Can you carry a 4kg object with your arm at your side?,can_you_carry_a_4kg_object_with_your_arm_at_your_side__2
Can you throw a ball?,can_you_throw_a_ball__2
Can you use a telephone?,can_you_use_a_telephone__2
Can you do up buttons on a shirt?,can_you_do_up_buttons_on_a_shirt__2
PREE14 to MEPI,pree14_to_mepi_2
Can you wash your opposite armpit?,can_you_wash_your_opposite_armpit__2
Can you tie your shoelaces?,can_you_tie_your_shoelaces__2
PREE16 to MEPI,pree16_to_mepi_2
Can you turn a doorknob and open a door?,can_you_turn_a_doorknob_and_open_a_door__2
"Can you do personal care activities (washing, dressing)?",can_you_do_personal_care_activities_washing_dressing__2
PREE18 to MEPI,pree18_to_mepi_2
"Can you you do household chores (cleaning, maintenance)?",can_you_you_do_household_chores_cleaning_maintenance__2
How much difficulty do you have with work?,how_much_difficulty_do_you_have_with_work__2
How much difficulty do you have with recreational activities?,how_much_difficulty_do_you_have_with_recreational_activities__2
Describe your current work,describe_your_current_work_2
Describe your current sports/activities,describe_your_current_sports_activities_2
Give the range of motion of FLEXION-EXTENSION (bending and straightening) of your affected/operated elbow a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_flexion_extension_bending_and_str_2
Elbow FlexEx to MEPI Step1,elbow_flexex_to_mepi_step1_4
Elbow FlexEx to MEPI Step1,elbow_flexex_to_mepi_step1_5
Give the range of motion of PRONATION-SUPINATION (turning your palm upwards and downwards with your elbow bent to 90 degree and held at your side) of your affected/operated elbow a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_pronation_supination_turning_your_2
Give the overall strength of your affected/operated elbow a mark out of 100 (100 being normal),give_the_overall_strength_of_your_affected_operated_elbow_a_m_2
Give the overall stability of your affected/operated elbow a mark out of 100 (100 being normal),give_the_overall_stability_of_your_affected_operated_elbow_a__2
Stability SANE to MEPI,stability_sane_to_mepi_2
PREE (Total),pree_total__2
MEPI (Total),mepi_total__2
Give your affected/operated elbow an overall mark out of 100 (100 being normal),give_your_affected_operated_elbow_an_overall_mark_out_of_100__2
Elbow Flexion,elbow_flexion_2
Elbow Extension,elbow_extension_2
Pronation,pronation_2
Supination,supination_2
Today's Date,today_s_date_11
Surname,surname_11
First Name,first_name_13
Date of Birth,date_of_birth_13
Email,email_11
Mobile Number,mobile_number_11
Main Sport,main_sport_11
Main Sport Grade,main_sport_grade_11
How much pain in your ELBOW do you have when it is at its worst?,how_much_pain_in_your_elbow_do_you_have_when_it_is_at_its_wor_3
How much pain in your ELBOW do you have at rest?,how_much_pain_in_your_elbow_do_you_have_at_rest__3
How much pain in your ELBOW do you have lifting a heavy object?,how_much_pain_in_your_elbow_do_you_have_lifting_a_heavy_objec_3
How much pain in your ELBOW do you have when doing a task with repeated elbow movements?,how_much_pain_in_your_elbow_do_you_have_when_doing_a_task_wit_3
How often do you have pain in your elbow?,how_often_do_you_have_pain_in_your_elbow__3
Rate the OVERALL pain in your elbow ,rate_the_overall_pain_in_your_elbow_3
Can you comb hair?,can_you_comb_hair__3
PREE7 to MEPI,pree7_to_mepi_3
Can you eat with a fork or spoon?,can_you_eat_with_a_fork_or_spoon__3
PREE8 to MEPI,pree8_to_mepi_3
Can you pull a heavy object?,can_you_pull_a_heavy_object__3
Can you rise from a chair pushing with arm?,can_you_rise_from_a_chair_pushing_with_arm__3
Can you carry a 4kg object with your arm at your side?,can_you_carry_a_4kg_object_with_your_arm_at_your_side__3
Can you throw a ball?,can_you_throw_a_ball__3
Can you use a telephone?,can_you_use_a_telephone__3
Can you do up buttons on a shirt?,can_you_do_up_buttons_on_a_shirt__3
PREE14 to MEPI,pree14_to_mepi_3
Can you wash your opposite armpit?,can_you_wash_your_opposite_armpit__3
Can you tie your shoelaces?,can_you_tie_your_shoelaces__3
PREE16 to MEPI,pree16_to_mepi_3
Can you turn a doorknob and open a door?,can_you_turn_a_doorknob_and_open_a_door__3
"Can you do personal care activities (washing, dressing)?",can_you_do_personal_care_activities_washing_dressing__3
PREE18 to MEPI,pree18_to_mepi_3
"Can you you do household chores (cleaning, maintenance)?",can_you_you_do_household_chores_cleaning_maintenance__3
How much difficulty do you have with work?,how_much_difficulty_do_you_have_with_work__3
How much difficulty do you have with recreational activities?,how_much_difficulty_do_you_have_with_recreational_activities__3
Describe your current work,describe_your_current_work_3
Describe your current sports/activities,describe_your_current_sports_activities_3
Give the range of motion of FLEXION-EXTENSION (bending and straightening) of your affected/operated elbow a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_flexion_extension_bending_and_str_3
Elbow FlexEx to MEPI Step1,elbow_flexex_to_mepi_step1_6
Elbow FlexEx to MEPI Step1,elbow_flexex_to_mepi_step1_7
Give the range of motion of PRONATION-SUPINATION (turning your palm upwards and downwards with your elbow bent to 90 degree and held at your side) of your affected/operated elbow a mark out of 100 (100 being normal) ,give_the_range_of_motion_of_pronation_supination_turning_your_3
Give the overall strength of your affected/operated elbow a mark out of 100 (100 being normal),give_the_overall_strength_of_your_affected_operated_elbow_a_m_3
Give the overall stability of your affected/operated elbow a mark out of 100 (100 being normal),give_the_overall_stability_of_your_affected_operated_elbow_a__3
Stability SANE to MEPI,stability_sane_to_mepi_3
PREE (Total),pree_total__3
MEPI (Total),mepi_total__3
Give your affected/operated elbow an overall mark out of 100 (100 being normal),give_your_affected_operated_elbow_an_overall_mark_out_of_100__3
Elbow Flexion,elbow_flexion_3
Elbow Extension,elbow_extension_3
Pronation,pronation_3
Supination,supination_3
Today's Date,today_s_date_12
Surname,surname_12
First Name,first_name_14
Date of Birth,date_of_birth_14
Email,email_12
Mobile Number,mobile_number_12
Main Sport,main_sport_12
Main Sport Grade,main_sport_grade_12
How much pain in your ELBOW do you have when it is at its worst?,how_much_pain_in_your_elbow_do_you_have_when_it_is_at_its_wor_4
How much pain in your ELBOW do you have at rest?,how_much_pain_in_your_elbow_do_you_have_at_rest__4
How much pain in your ELBOW do you have lifting a heavy object?,how_much_pain_in_your_elbow_do_you_have_lifting_a_heavy_objec_4
